33,91,5
33,80,3
33,13,5
33,89,1
33,83,2
33,61,3
33,23,4
33,50,2
33,28,5
33,58,5
33,9,1
33,76,1
33,2,2
33,27,3
33,18,1
33,64,4
34,72,4
34,38,3
34,7,4
34,9,5
34,23,1
34,97,5
34,42,5
34,27,3
34,49,2
34,100,5
34,65,3
34,19,2
34,96,5
34,94,5
34,6,3
34,4,4
34,88,4
35,6,3
35,100,4
35,67,2
35,60,5
35,70,2
35,1,3
35,88,5
35,80,1
35,37,3
36,17,1
36,14,4
36,89,2
36,66,2
36,33,2
36,82,3
36,88,3
36,19,2
36,29,3
36,67,2
37,11,2
37,53,4
37,19,3
37,51,2
37,20,1
37,93,1
37,64,2
37,59,2
37,49,5
37,87,2
37,40,3
37,23,2
37,26,3
37,13,5
37,50,3
38,88,2
38,15,4
38,33,5
38,94,5
38,89,5
38,53,4
38,49,5
38,21,3
39,54,1
39,35,4
39,89,5
39,10,4
39,84,1
39,71,4
39,27,1
39,80,2
39,90,2
39,86,2
39,41,5
39,7,4
40,95,1
40,15,1
40,72,1
40,56,4
40,86,1
40,52,3
40,59,3
40,96,3
40,33,5
40,38,2
40,45,5
40,77,4
40,90,3
41,30,5
41,36,4
41,2,5
41,44,4
41,8,1
41,61,1
41,28,5
41,15,5
41,27,5
41,22,5
41,75,3
41,63,1
42,74,1
42,51,5
42,73,2
42,33,1
42,94,4
42,82,5
42,80,2
42,35,1
42,13,5
42,40,3
42,85,3
42,25,1
43,96,5
43,50,2
43,82,1
43,52,4
43,21,2
43,45,1
43,70,3
43,47,5
43,84,3
43,18,4
43,81,2
43,98,5
44,4,3
44,11,4
44,23,3
44,49,1
44,99,3
44,39,4
44,86,1
44,52,1
44,26,3
44,9,2
44,38,5
44,90,5
44,96,5
44,13,1
44,79,3
45,47,5
45,61,4
45,55,4
45,54,1
45,26,5
45,6,2
45,63,2
45,71,2
45,45,5
46,71,2
46,62,3
46,88,5
46,23,3
46,64,5
46,99,4
46,13,2
46,10,5
46,29,2
46,74,1
46,89,3
46,14,2
46,87,1
46,75,3
47,63,3
47,18,3
47,6,5
47,25,3
47,7,4
47,35,3
47,22,3
47,75,2
47,37,1
47,14,2
47,62,1
47,67,3
47,31,5
47,86,2
47,40,5
47,27,5
47,8,2
48,44,3
48,56,2
48,4,4
48,46,3
48,27,5
48,88,5
48,67,3
48,81,5
49,1,5
49,19,4
49,51,2
49,13,1
49,78,3
49,98,1
49,14,5
49,77,3
49,15,4
49,48,2
49,35,3
50,67,1
50,28,1
50,90,5
50,81,5
50,32,1
50,7,1
50,96,5
50,98,4
50,64,3
50,12,5
50,74,4
50,40,4
51,25,1
51,15,5
51,80,5
51,88,2
51,70,2
51,36,1
52,61,4
52,13,3
52,14,5
52,72,2
52,89,1
52,100,3
52,47,3
52,1,3
52,83,1
52,55,5
52,71,3
52,69,2
52,44,4
52,3,1
52,12,4
52,88,2
52,34,4
52,77,3
53,61,3
53,30,4
53,36,4
53,31,3
53,60,2
53,8,4
53,56,2
53,68,2
53,18,3
54,85,2
54,73,4
54,35,5
54,14,4
54,52,1
54,56,4
54,16,2
54,18,3
54,66,1
54,51,2
54,76,4
54,30,1
54,36,5
54,79,4
54,13,1
54,75,3
54,12,2
54,68,4
54,29,2
55,88,4
55,78,3
55,98,5
55,90,3
55,65,3
55,8,4
55,87,1
56,27,5
56,67,4
56,91,5
56,56,4
56,25,3
56,9,2
57,98,4
57,19,4
57,7,4
57,48,4
57,31,2
57,91,4
57,36,4
57,86,4
57,95,4
57,15,2
57,26,4
57,80,4
58,88,4
58,92,2
58,8,1
58,79,2
58,4,3
58,70,1
58,94,1
58,81,5
58,44,4
58,78,1
58,11,1
58,46,3
59,50,3
59,42,3
59,6,5
59,3,5
59,94,4
59,86,1
59,43,4
59,58,5
59,77,2
59,48,2
59,32,1
59,65,3
60,74,2
60,26,2
60,84,2
60,78,5
60,69,1
61,67,3
61,57,4
61,88,5
61,30,2
61,58,3
61,6,4
61,83,1
61,53,2
61,74,2
61,27,3
61,64,4
61,20,4
61,91,2
61,96,2
61,21,3
61,41,3
61,69,4
62,15,4
62,48,1
62,72,5
62,54,4
62,2,2
62,23,4
62,38,3
62,97,4
62,22,5
62,73,3
62,34,5
62,5,4
63,40,5
63,58,4
63,68,2
63,61,3
63,88,5
63,64,4
63,92,1
63,95,5
63,14,5
63,80,3
64,57,3
64,97,1
64,16,2
64,33,5
64,28,1
64,86,4
64,45,1
64,59,4
64,74,1
64,5,3
64,27,1
64,54,2
64,80,1
65,12,1
65,100,3
65,59,4
65,30,2
65,52,3
65,77,5
65,19,2
65,39,1
66,2,1
66,56,3
66,57,3
66,30,3
66,77,3
66,12,2
66,61,1
66,37,3
67,31,3
67,67,3
67,30,4
67,63,1
67,84,5
67,20,1
67,2,4
67,16,5
67,89,3
67,77,4
67,76,2
67,78,5
67,83,3
68,93,5
68,10,4
68,81,2
68,15,1
68,36,1
68,17,5
68,76,2
69,26,4
69,42,2
69,81,3
69,77,2
69,70,4
69,8,4
69,1,1
69,74,2
69,20,5
69,94,4
69,80,3
69,7,5
69,6,1
70,15,3
70,57,2
70,78,5
70,53,5
70,60,5
70,69,5
70,17,5
70,1,3
70,83,2
70,20,3
70,82,4
70,46,5
70,48,5
70,86,2
70,22,2
70,19,1
70,95,3
71,37,4
71,11,4
71,85,1
71,9,5
71,87,3
71,7,3
71,69,1
71,95,4
71,40,4
71,26,3
71,28,5
71,58,4
71,53,5
72,6,4
72,38,1
72,85,3
72,100,1
72,9,5
72,77,1
72,62,4
72,27,4
72,92,2
72,40,3
72,37,2
72,87,2
73,21,2
73,87,4
73,33,1
73,34,5
73,98,4
73,61,1
73,47,5
73,51,2
73,1,3
73,11,1
73,20,5
73,28,3
73,8,5
73,83,1
74,59,4
74,10,1
74,98,3
74,94,5
75,60,2
75,70,3
75,13,1
75,16,3
75,15,4
75,10,2
75,72,2
75,17,4
75,85,3
75,11,3
75,52,5
75,97,2
75,94,1
76,13,5
76,66,3
76,54,3
76,1,4
76,63,1
76,51,4
77,64,4
77,97,4
77,99,5
77,51,3
77,95,3
77,43,4
77,68,4
77,61,1
78,82,4
78,81,1
78,18,5
78,87,4
78,37,1
78,68,4
78,80,2
78,71,1
78,59,2
78,4,1
78,23,3
78,44,3
78,17,4
78,100,4
79,98,5
79,70,4
79,25,5
79,73,2
79,26,5
79,63,2
79,24,4
79,49,4
79,65,4
80,21,2
80,3,4
80,91,3
80,48,4
80,52,3
80,46,4
80,50,4
80,8,2
80,51,1
80,69,3
80,63,1
80,34,4
81,14,1
81,68,3
81,17,5
81,93,3
81,77,5
81,58,5
81,46,4
81,43,4
81,70,1
81,96,3
81,87,2
82,34,4
82,91,2
82,85,2
82,11,4
82,88,5
82,19,2
82,46,3
82,97,3
82,99,4
82,7,2
82,75,5
82,44,5
82,66,1
82,12,3
82,68,3
83,62,4
83,22,3
83,39,1
83,55,1
83,77,5
83,65,5
83,72,3
83,27,1
83,6,4
84,81,4
84,99,3
84,82,1
84,47,2
84,39,2
84,17,5
84,77,5
84,97,3
84,71,1
84,89,1
85,1,5
85,17,5
85,99,3
85,62,3
85,48,1
85,96,3
85,57,3
85,63,5
85,44,5
85,12,5
85,7,5
85,59,2
85,60,2
85,6,1
86,43,3
86,70,4
86,76,4
86,14,5
86,10,3
86,24,4
86,27,2
86,44,5
86,55,2
86,65,5
86,20,4
86,31,2
86,67,3
86,84,4
86,49,1
86,74,3
86,30,5
86,16,5
86,6,4
86,35,4
87,55,2
87,22,4
87,47,3
87,28,1
87,95,3
87,62,5
87,19,3
87,10,1
87,70,4
87,4,2
87,27,4
87,53,3
88,22,2
88,14,1
88,89,2
88,80,5
88,2,3
88,82,3
88,95,5
88,90,1
88,78,3
88,20,4
88,58,1
88,11,2
88,96,4
88,59,2
88,25,3
89,77,2
89,48,5
89,51,1
89,69,4
89,68,2
89,7,5
89,4,2
89,11,5
89,63,5
89,44,3
89,57,3
89,75,1
89,67,1
89,97,4
90,23,3
90,10,5
90,89,2
90,79,1
90,30,1
90,68,1
90,20,5
90,52,2
90,26,5
90,82,5
90,22,1
90,13,3
90,49,1
90,3,4
90,65,1
90,37,3
90,84,1
90,73,3
91,76,3
91,13,1
91,73,2
91,92,3
91,80,2
91,5,1
91,85,5
91,84,1
91,38,5
91,27,1
92,100,3
92,85,4
92,11,1
92,67,2
92,92,5
92,55,1
92,45,1
92,22,1
92,15,1
92,44,5
92,60,2
93,24,2
93,27,1
93,74,4
93,7,3
93,55,3
93,84,1
94,15,3
94,28,4
94,3,1
94,22,5
94,56,5
94,13,4
94,98,1
94,65,2
94,29,2
94,99,5
94,81,4
94,71,4
94,88,1
94,64,4
94,42,5
94,10,4
94,34,5
94,59,1
94,50,2
94,74,4
95,1,3
95,27,4
95,92,5
95,4,1
95,49,4
95,66,3
95,90,2
95,70,1
96,54,4
96,90,5
96,75,4
96,97,5
96,57,3
96,52,5
96,25,2
96,1,5
96,46,4
96,56,3
96,74,3
96,85,1
97,40,1
97,74,2
97,92,1
97,70,3
97,38,2
97,67,5
97,23,5
97,28,2
97,84,2
97,1,5
98,15,1
98,55,2
98,65,3
98,63,2
98,78,2
98,95,5
98,31,5
98,40,5
98,51,4
98,61,1
98,18,1
98,52,3
98,2,4
98,33,2
98,11,5
98,39,1
98,10,3
98,84,1
99,97,1
99,10,5
99,57,2
99,84,5
99,33,1
99,94,5
99,53,1
99,47,5
99,13,4
99,44,2
99,32,2
99,39,2
99,8,3
99,93,2
99,6,2
99,14,1
100,38,4
100,10,3
100,19,3
100,12,1
100,21,5
100,35,1
100,80,2
100,9,2
100,50,4
100,46,5
100,96,2
